MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1914275	Rpl11	ribosomal protein L11	4		positive regulation of signal transduction by p53 class mediator			IMP		J:241062 	
MGI:1914275	Rpl11	ribosomal protein L11	4		regulation of signal transduction by p53 class mediator			ISO	P62913 	J:164563 	
MGI:1929455	Rpl23	ribosomal protein L23	11		positive regulation of signal transduction by p53 class mediator			ISO	P62829 	J:164563 	
MGI:106022	Rpl26	ribosomal protein L26	11		DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest			IDA		J:240282 	
MGI:106022	Rpl26	ribosomal protein L26	11		DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest			ISO	P61254 	J:164563 	
MGI:106022	Rpl26	ribosomal protein L26	11		positive regulation of DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator			ISO	P61254 	J:164563 	
MGI:106022	Rpl26	ribosomal protein L26	11		positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			IMP		J:240282 	
MGI:106022	Rpl26	ribosomal protein L26	11		positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			ISO	P61254 	J:164563 	
MGI:1914531	Rpl37	ribosomal protein L37	15		positive regulation of signal transduction by p53 class mediator			ISO	P61927 	J:164563 	
MGI:3651519	Rpl37rt	ribosomal protein L37, retrotransposed	5		positive regulation of signal transduction by p53 class mediator			ISO	P61927 	J:164563 	
MGI:1914321	Rps6ka6	ribosomal protein S6 kinase polypeptide 6	X		DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator			IBA	PTN002806567 	J:265628 	
MGI:1914321	Rps6ka6	ribosomal protein S6 kinase polypeptide 6	X		DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator			ISO	Q9UK32 	J:164563 	
MGI:1333818	Rps7	ribosomal protein S7	12		positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator			ISO	P62081 	J:164563 	
MGI:98117	Rps15	ribosomal protein S15	10		positive regulation of signal transduction by p53 class mediator			ISO	P62841 	J:164563 	
MGI:1914677	Rps20	ribosomal protein S20	4		positive regulation of signal transduction by p53 class mediator			ISO	P60866 	J:164563 	
MGI:1915191	Rps27l	ribosomal protein S27-like	9		DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator			ISO	Q71UM5 	J:164563 	
MGI:1915191	Rps27l	ribosomal protein S27-like	9		intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			ISO	Q71UM5 	J:164563 	
MGI:2155865	Rrm2b	ribonucleotide reductase M2 B (TP53 inducible)	15		negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator			IMP	MGI:2672883 	J:84841 	
MGI:1925255	Rrn3	RRN3 RNA polymerase I transcription factor homolog (yeast)	16		intrinsic apoptotic signaling pathway by p53 class mediator	happens in neural tube		IMP	MGI:3584037 	J:99711 	
MGI:1925255	Rrn3	RRN3 RNA polymerase I transcription factor homolog (yeast)	16		negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator	negatively regulates intrinsic apoptotic signaling pathway by p53 class mediator		IMP	MGI:3584037 	J:99711 	
MGI:1914251	Rrp8	ribosomal RNA processing 8	7		intrinsic apoptotic signaling pathway by p53 class mediator			ISO	O43159 	J:164563 	
MGI:1929721	Rrs1	ribosome biogenesis regulator 1	1		regulation of signal transduction by p53 class mediator			ISO	Q15050 	J:164563 	
MGI:1923076	Senp2	SUMO/sentrin specific peptidase 2	16		negative regulation of DNA damage response, signal transduction by p53 class mediator		PR:Q91ZX6-1	IDA		J:186966 	
MGI:1923076	Senp2	SUMO/sentrin specific peptidase 2	16		negative regulation of signal transduction by p53 class mediator		PR:Q91ZX6-1	IDA		J:186966 	
MGI:2651874	Sesn2	sestrin 2	4		DNA damage response, signal transduction by p53 class mediator			IMP		J:139563 	
MGI:2651874	Sesn2	sestrin 2	4		DNA damage response, signal transduction by p53 class mediator			ISO	P58004 	J:164563 	
MGI:1859730	Sh3glb1	SH3-domain GRB2-like B1 (endophilin)	3		negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator			IMP		J:206937 	
MGI:1859730	Sh3glb1	SH3-domain GRB2-like B1 (endophilin)	3		positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator			IDA		J:206937 	
MGI:1915044	Shisa5	shisa family member 5	9		intrinsic apoptotic signaling pathway by p53 class mediator			IMP		J:78076 	
MGI:1915044	Shisa5	shisa family member 5	9		intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			IDA		J:78076 	
MGI:2135607	Sirt1	sirtuin 1	10		intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			ISO	Q96EB6 	J:164563 	
MGI:2135607	Sirt1	sirtuin 1	10		negative regulation of DNA damage response, signal transduction by p53 class mediator			ISO	Q96EB6 	J:164563 	
MGI:2135607	Sirt1	sirtuin 1	10		negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			IMP		J:72328 	
MGI:1915889	Smyd2	SET and MYND domain containing 2	1		regulation of DNA damage response, signal transduction by p53 class mediator			ISO	Q9NRG4 	J:164563 	
MGI:98330	Snai1	snail family zinc finger 1	2		negative regulation of DNA damage response, signal transduction by p53 class mediator			ISO	O95863 	J:164563 	
MGI:1096393	Snai2	snail family zinc finger 2	16		negative regulation of DNA damage response, signal transduction by p53 class mediator			ISO	O43623 	J:164563 	
MGI:1913604	Snw1	SNW domain containing 1	12		intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			ISO	Q13573 	J:164563 	
MGI:98366	Sox4	SRY (sex determining region Y)-box 4	13		regulation of DNA damage response, signal transduction by p53 class mediator			ISO	Q06945 	J:164563 	
MGI:109561	Sp100	nuclear antigen Sp100	1		DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator			ISO	P23497 	J:164563 	
MGI:2150016	Spred1	sprouty protein with EVH-1 domain 1, related sequence	2		positive regulation of DNA damage response, signal transduction by p53 class mediator			IDA		J:183209 	
MGI:2150019	Spred2	sprouty-related EVH1 domain containing 2	11		positive regulation of DNA damage response, signal transduction by p53 class mediator			IDA		J:183209 	
MGI:1915678	Steap3	STEAP family member 3	1		positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			IMP	MGI:4398911 	J:154356 	
MGI:1341870	Stk11	serine/threonine kinase 11	10		intrinsic apoptotic signaling pathway by p53 class mediator			ISO	Q15831 	J:164563 	
MGI:103239	Tfap4	transcription factor AP4	16		DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator			ISO	Q01664 	J:164563 	
MGI:2385852	Tifab	TRAF-interacting protein with forkhead-associated domain, family member B	13		regulation of intrinsic apoptotic signaling pathway in response to osmotic stress by p53 class mediator	happens in hematopoietic stem cell,happens in cellular_component		IMP		J:287555 	
MGI:1915789	Tmem109	transmembrane protein 109	19		intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			IBA	PTN002684508 	J:265628 	
MGI:1915789	Tmem109	transmembrane protein 109	19		intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	happens in ciliated cell		IMP	MGI:4453832 	J:157864 	
MGI:2146189	Topors	topoisomerase I binding, arginine/serine-rich	4		intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			IDA		J:98384 	
MGI:1916326	Triap1	TP53 regulated inhibitor of apoptosis 1	5		DNA damage response, signal transduction by p53 class mediator			ISO	O43715 	J:164563 	
MGI:1916326	Triap1	TP53 regulated inhibitor of apoptosis 1	5		negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			ISO	O43715 	J:164563 	
MGI:109275	Trim24	tripartite motif-containing 24	6		regulation of signal transduction by p53 class mediator			IGI	MGI:98834 	J:150816 	
MGI:98834	Trp53	transformation related protein 53	11		DNA damage response, signal transduction by p53 class mediator			IDA		J:73858 	
MGI:98834	Trp53	transformation related protein 53	11		DNA damage response, signal transduction by p53 class mediator			IDA		J:88409 	
MGI:98834	Trp53	transformation related protein 53	11		DNA damage response, signal transduction by p53 class mediator	happens in fibroblast		IGI	MGI:106184 	J:101353 	
MGI:98834	Trp53	transformation related protein 53	11		DNA damage response, signal transduction by p53 class mediator			IGI	MGI:109337 	J:122559 	
MGI:98834	Trp53	transformation related protein 53	11		DNA damage response, signal transduction by p53 class mediator			ISO	P04637 	J:164563 	
MGI:98834	Trp53	transformation related protein 53	11		DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	happens in fibroblast		IGI	MGI:108027 	J:100764 	
MGI:98834	Trp53	transformation related protein 53	11		DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest			ISO	P04637 	J:164563 	
MGI:98834	Trp53	transformation related protein 53	11		DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator			IDA		J:60946 	
MGI:98834	Trp53	transformation related protein 53	11		DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator			ISO	P04637 	J:164563 	
MGI:98834	Trp53	transformation related protein 53	11		intrinsic apoptotic signaling pathway by p53 class mediator	happens in fibroblast		IDA		J:100764 	
MGI:98834	Trp53	transformation related protein 53	11		intrinsic apoptotic signaling pathway by p53 class mediator			IDA		J:240382 	
MGI:98834	Trp53	transformation related protein 53	11		intrinsic apoptotic signaling pathway by p53 class mediator			IDA		J:78076 	
MGI:98834	Trp53	transformation related protein 53	11		intrinsic apoptotic signaling pathway by p53 class mediator			IGI	MGI:2442860 	J:160291 	
MGI:98834	Trp53	transformation related protein 53	11		intrinsic apoptotic signaling pathway by p53 class mediator			ISO	P04637 	J:164563 	
MGI:98834	Trp53	transformation related protein 53	11		intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			IDA		J:240282 	
MGI:98834	Trp53	transformation related protein 53	11		intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			IGI	MGI:109337 	J:122559 	
MGI:98834	Trp53	transformation related protein 53	11		intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	happens in myeloid cell		IGI	MGI:1096393 	J:115191 	
MGI:98834	Trp53	transformation related protein 53	11		intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			IGI	MGI:1336991 	J:99862 	
MGI:98834	Trp53	transformation related protein 53	11		intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			IGI	MGI:2442925 	J:99862 	
MGI:98834	Trp53	transformation related protein 53	11		intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	happens in forebrain		IMP	MGI:1857263 	J:111068 	
MGI:98834	Trp53	transformation related protein 53	11		intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			IMP	MGI:1926340 	J:85569 	
MGI:98834	Trp53	transformation related protein 53	11		intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			IMP		J:170216 	
MGI:98834	Trp53	transformation related protein 53	11		intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			IMP		J:78076 	
MGI:98834	Trp53	transformation related protein 53	11		intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			ISO	P04637 	J:73065 	
MGI:98834	Trp53	transformation related protein 53	11		intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			ISO	P04637 	J:87001 	
MGI:98834	Trp53	transformation related protein 53	11		regulation of DNA damage response, signal transduction by p53 class mediator			IGI	MGI:1890508 	J:173189 	
MGI:98834	Trp53	transformation related protein 53	11		regulation of intrinsic apoptotic signaling pathway by p53 class mediator			IMP		J:141360 	
MGI:98834	Trp53	transformation related protein 53	11		signal transduction by p53 class mediator			ISO	P04637 	J:164563 	
MGI:2138319	Trp53bp2	transformation related protein 53 binding protein 2	1		intrinsic apoptotic signaling pathway by p53 class mediator			ISO	Q13625 	J:164563 	
MGI:1330810	Trp63	transformation related protein 63	16		intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	happens in oocyte,happens in ovary		IMP	MGI:1934269 	J:116176 	
MGI:1336991	Trp73	transformation related protein 73	4		intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	happens in fibroblast		IGI	MGI:2442925 	J:99862 	
MGI:1336991	Trp73	transformation related protein 73	4		intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	happens in fibroblast		IGI	MGI:98834 	J:99862 	
MGI:1336991	Trp73	transformation related protein 73	4		intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			ISO	O15350 	J:164563 	
MGI:1336991	Trp73	transformation related protein 73	4		positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	positively regulates intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator		IGI	MGI:2442925 	J:99862 	
MGI:1336991	Trp73	transformation related protein 73	4		positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	positively regulates intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator		IGI	MGI:98834 	J:99862 	
MGI:98872	Twist1	twist basic helix-loop-helix transcription factor 1	12		negative regulation of DNA damage response, signal transduction by p53 class mediator			ISO	Q15672 	J:164563 	
MGI:98888	Ubb	ubiquitin B	11		positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator			ISO	P0CG47 	J:141360 	
MGI:894652	Usp10	ubiquitin specific peptidase 10	8		DNA damage response, signal transduction by p53 class mediator			IBA	PTN002551655 	J:265628 	
MGI:894652	Usp10	ubiquitin specific peptidase 10	8		DNA damage response, signal transduction by p53 class mediator			ISO	Q14694 	J:164563 	
MGI:101857	Usp15	ubiquitin specific peptidase 15	10		regulation of intrinsic apoptotic signaling pathway in response to osmotic stress by p53 class mediator	happens in hematopoietic stem cell		IMP		J:287555 	
MGI:2442293	Usp28	ubiquitin specific peptidase 28	9		intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			ISO	Q96RU2 	J:164563 	
MGI:1931237	Wwox	WW domain-containing oxidoreductase	8		intrinsic apoptotic signaling pathway by p53 class mediator			IGI	MGI:98834 	J:67264 	
MGI:1352495	Zfp385a	zinc finger protein 385A	15		negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator			ISO	Q96PM9 	J:164563 	
MGI:1352495	Zfp385a	zinc finger protein 385A	15		positive regulation of DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator			ISO	Q96PM9 	J:164563 	
MGI:2444734	Zfp385b	zinc finger protein 385B	2		intrinsic apoptotic signaling pathway by p53 class mediator			ISO	Q569K4 	J:164563 	
MGI:1890508	Zmpste24	zinc metallopeptidase, STE24	4		regulation of DNA damage response, signal transduction by p53 class mediator			IGI	MGI:98834 	J:173189 	
MGI:1890508	Zmpste24	zinc metallopeptidase, STE24	4		regulation of DNA damage response, signal transduction by p53 class mediator			IMP	MGI:2180033 	J:134546 	
MGI:1917353	Znhit1	zinc finger, HIT domain containing 1	5		positive regulation of DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator			ISO	O43257 	J:164563 	

